# Force coefficients
# liftDir    : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf    : 1.500000e+00
# lRef       : 1.000000e+00
# Aref       : 1.000000e-01
# CofR       : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        
314          	2.412531e-01	4.215416e-01	1.439764e+00	9.611354e-01	4.786291e-01
315          	2.414349e-01	4.215223e-01	1.440806e+00	9.618382e-01	4.789683e-01
316          	2.416876e-01	4.215645e-01	1.442204e+00	9.627898e-01	4.794147e-01
317          	2.420390e-01	4.218666e-01	1.444434e+00	9.642561e-01	4.801781e-01
318          	2.423426e-01	4.221255e-01	1.446511e+00	9.655980e-01	4.809129e-01
319          	2.425585e-01	4.221173e-01	1.447794e+00	9.664553e-01	4.813383e-01
320          	2.428572e-01	4.223406e-01	1.449679e+00	9.676965e-01	4.819822e-01
321          	2.430908e-01	4.223516e-01	1.451013e+00	9.685973e-01	4.824156e-01
322          	2.433946e-01	4.225937e-01	1.452969e+00	9.698792e-01	4.830900e-01
323          	2.437042e-01	4.228341e-01	1.455105e+00	9.712568e-01	4.838484e-01
324          	2.438731e-01	4.227791e-01	1.455990e+00	9.718678e-01	4.841217e-01
325          	2.441163e-01	4.227877e-01	1.457242e+00	9.727373e-01	4.845047e-01
326          	2.444592e-01	4.230667e-01	1.459355e+00	9.741369e-01	4.852185e-01
327          	2.447535e-01	4.233317e-01	1.461397e+00	9.754519e-01	4.859448e-01
328          	2.449591e-01	4.233337e-01	1.462665e+00	9.762917e-01	4.863735e-01
329          	2.452439e-01	4.235476e-01	1.464499e+00	9.774934e-01	4.870057e-01
330          	2.454651e-01	4.235432e-01	1.465752e+00	9.783411e-01	4.874110e-01
331          	2.457547e-01	4.237535e-01	1.467570e+00	9.795399e-01	4.880305e-01
332          	2.459705e-01	4.237559e-01	1.468814e+00	9.803775e-01	4.884366e-01
333          	2.462588e-01	4.239857e-01	1.470669e+00	9.815931e-01	4.890754e-01
334          	2.464765e-01	4.239977e-01	1.471935e+00	9.824442e-01	4.894913e-01
335          	2.467680e-01	4.242327e-01	1.473811e+00	9.836733e-01	4.901373e-01
336          	2.469853e-01	4.242443e-01	1.475068e+00	9.845193e-01	4.905487e-01
337          	2.472723e-01	4.244686e-01	1.476892e+00	9.857182e-01	4.911735e-01
338          	2.474843e-01	4.244715e-01	1.478102e+00	9.865351e-01	4.915665e-01
339          	2.477640e-01	4.246833e-01	1.479868e+00	9.876981e-01	4.921700e-01
340          	2.479716e-01	4.246850e-01	1.481058e+00	9.885005e-01	4.925573e-01
341          	2.482481e-01	4.248972e-01	1.482817e+00	9.896565e-01	4.931602e-01
342          	2.484545e-01	4.249021e-01	1.484005e+00	9.904568e-01	4.935478e-01
343          	2.487303e-01	4.251135e-01	1.485753e+00	9.916067e-01	4.941461e-01
344          	2.489357e-01	4.251177e-01	1.486926e+00	9.923987e-01	4.945273e-01
345          	2.492088e-01	4.253242e-01	1.488646e+00	9.935317e-01	4.951140e-01
346          	2.494109e-01	4.253268e-01	1.489799e+00	9.943107e-01	4.954888e-01
347          	2.496784e-01	4.255294e-01	1.491491e+00	9.954241e-01	4.960673e-01
348          	2.498761e-01	4.255314e-01	1.492628e+00	9.961902e-01	4.964380e-01
349          	2.501390e-01	4.257306e-01	1.494297e+00	9.972876e-01	4.970096e-01
350          	2.503344e-01	4.257329e-01	1.495421e+00	9.980452e-01	4.973763e-01
351          	2.505954e-01	4.259293e-01	1.497071e+00	9.991310e-01	4.979403e-01
352          	2.507894e-01	4.259324e-01	1.498184e+00	9.998814e-01	4.983025e-01
353          	2.510477e-01	4.261268e-01	1.499813e+00	1.000954e+00	4.988590e-01
354          	2.512384e-01	4.261297e-01	1.500910e+00	1.001693e+00	4.992165e-01
355          	2.514910e-01	4.263207e-01	1.502514e+00	1.002748e+00	4.997658e-01
356          	2.517173e-01	4.264560e-01	1.503952e+00	1.003693e+00	5.002589e-01
357          	2.518877e-01	4.264127e-01	1.504893e+00	1.004334e+00	5.005589e-01
358          	2.521306e-01	4.265625e-01	1.506369e+00	1.005315e+00	5.010538e-01
359          	2.523552e-01	4.266999e-01	1.507794e+00	1.006252e+00	5.015416e-01
360          	2.525238e-01	4.266747e-01	1.508763e+00	1.006906e+00	5.018580e-01
361          	2.527619e-01	4.268472e-01	1.510279e+00	1.007901e+00	5.023776e-01
362          	2.529804e-01	4.269896e-01	1.511700e+00	1.008830e+00	5.028697e-01
363          	2.531440e-01	4.269596e-01	1.512638e+00	1.009463e+00	5.031750e-01
364          	2.533764e-01	4.271199e-01	1.514098e+00	1.010426e+00	5.036727e-01
365          	2.535898e-01	4.272556e-01	1.515474e+00	1.011327e+00	5.041472e-01
366          	2.537488e-01	4.272262e-01	1.516386e+00	1.011942e+00	5.044441e-01
367          	2.539757e-01	4.273892e-01	1.517828e+00	1.012890e+00	5.049382e-01
368          	2.541837e-01	4.275298e-01	1.519192e+00	1.013780e+00	5.054123e-01
369          	2.543379e-01	4.275059e-01	1.520092e+00	1.014384e+00	5.057082e-01
370          	2.545582e-01	4.276711e-01	1.521512e+00	1.015314e+00	5.061980e-01
371          	2.547599e-01	4.278114e-01	1.522848e+00	1.016184e+00	5.066640e-01
372          	2.549093e-01	4.277887e-01	1.523725e+00	1.016772e+00	5.069529e-01
373          	2.551230e-01	4.279492e-01	1.525106e+00	1.017676e+00	5.074301e-01
374          	2.553185e-01	4.280863e-01	1.526409e+00	1.018523e+00	5.078860e-01
375          	2.554632e-01	4.280659e-01	1.527269e+00	1.019098e+00	5.081711e-01
376          	2.556699e-01	4.282259e-01	1.528625e+00	1.019982e+00	5.086424e-01
377          	2.558589e-01	4.283619e-01	1.529902e+00	1.020810e+00	5.090920e-01
378          	2.560317e-01	4.284531e-01	1.531046e+00	1.021555e+00	5.094915e-01
379          	2.561693e-01	4.284176e-01	1.531837e+00	1.022088e+00	5.097493e-01
380          	2.563695e-01	4.285657e-01	1.533135e+00	1.022937e+00	5.101981e-01
381          	2.565523e-01	4.287111e-01	1.534406e+00	1.023755e+00	5.106505e-01
382          	2.567189e-01	4.288192e-01	1.535560e+00	1.024499e+00	5.110611e-01
383          	2.568510e-01	4.287946e-01	1.536345e+00	1.025024e+00	5.113216e-01
384          	2.570437e-01	4.289505e-01	1.537626e+00	1.025857e+00	5.117693e-01
385          	2.572184e-01	4.290988e-01	1.538865e+00	1.026651e+00	5.122143e-01
386          	2.573759e-01	4.292058e-01	1.539977e+00	1.027365e+00	5.126128e-01
387          	2.575095e-01	4.292732e-01	1.540871e+00	1.027945e+00	5.129262e-01
388          	2.576454e-01	4.292216e-01	1.541661e+00	1.028476e+00	5.131849e-01
389          	2.578501e-01	4.294107e-01	1.543045e+00	1.029373e+00	5.136723e-01
390          	2.580214e-01	4.296085e-01	1.544350e+00	1.030196e+00	5.141536e-01
391          	2.581605e-01	4.297231e-01	1.545410e+00	1.030866e+00	5.145445e-01
392          	2.582691e-01	4.296828e-01	1.546075e+00	1.031306e+00	5.147682e-01
393          	2.584335e-01	4.297979e-01	1.547174e+00	1.032020e+00	5.151533e-01
394          	2.585876e-01	4.299363e-01	1.548306e+00	1.032741e+00	5.155654e-01
395          	2.587284e-01	4.300594e-01	1.549377e+00	1.033417e+00	5.159600e-01
396          	2.588656e-01	4.301534e-01	1.550370e+00	1.034051e+00	5.163193e-01
397          	2.589863e-01	4.302311e-01	1.551223e+00	1.034598e+00	5.166252e-01
398          	2.591078e-01	4.302097e-01	1.551997e+00	1.035106e+00	5.168906e-01
399          	2.592887e-01	4.304232e-01	1.553341e+00	1.035959e+00	5.173818e-01
400          	2.594382e-01	4.306293e-01	1.554574e+00	1.036725e+00	5.178490e-01
401          	2.595583e-01	4.307441e-01	1.555548e+00	1.037332e+00	5.182156e-01
402          	2.596568e-01	4.307889e-01	1.556265e+00	1.037789e+00	5.184759e-01
403          	2.597633e-01	4.307415e-01	1.556922e+00	1.038224e+00	5.186978e-01
404          	2.599263e-01	4.309183e-01	1.558124e+00	1.038988e+00	5.191356e-01
405          	2.600627e-01	4.311220e-01	1.559305e+00	1.039715e+00	5.195897e-01
406          	2.601740e-01	4.312580e-01	1.560290e+00	1.040319e+00	5.199708e-01
407          	2.602672e-01	4.313263e-01	1.561034e+00	1.040784e+00	5.202498e-01
408          	2.603673e-01	4.312988e-01	1.561691e+00	1.041213e+00	5.204784e-01
409          	2.605196e-01	4.314868e-01	1.562869e+00	1.041954e+00	5.209148e-01
410          	2.606452e-01	4.316884e-01	1.563999e+00	1.042644e+00	5.213541e-01
411          	2.607458e-01	4.318170e-01	1.564922e+00	1.043207e+00	5.217152e-01
412          	2.608298e-01	4.318806e-01	1.565619e+00	1.043640e+00	5.219800e-01
413          	2.609400e-01	4.319340e-01	1.566450e+00	1.044165e+00	5.222850e-01
414          	2.610606e-01	4.320586e-01	1.567403e+00	1.044762e+00	5.226411e-01
415          	2.611685e-01	4.322155e-01	1.568372e+00	1.045355e+00	5.230176e-01
416          	2.612619e-01	4.323468e-01	1.569263e+00	1.045894e+00	5.233699e-01
417          	2.613522e-01	4.324483e-01	1.570091e+00	1.046398e+00	5.236934e-01
418          	2.614456e-01	4.325501e-01	1.570918e+00	1.046904e+00	5.240133e-01
419          	2.615401e-01	4.326683e-01	1.571772e+00	1.047426e+00	5.243457e-01
420          	2.616324e-01	4.327964e-01	1.572639e+00	1.047952e+00	5.246869e-01
421          	2.617219e-01	4.329240e-01	1.573498e+00	1.048471e+00	5.250269e-01
422          	2.618099e-01	4.330480e-01	1.574344e+00	1.048982e+00	5.253619e-01
423          	2.618965e-01	4.331719e-01	1.575183e+00	1.049488e+00	5.256948e-01
424          	2.619808e-01	4.332980e-01	1.576017e+00	1.049990e+00	5.260278e-01
425          	2.620620e-01	4.334253e-01	1.576844e+00	1.050484e+00	5.263601e-01
426          	2.621404e-01	4.335525e-01	1.577661e+00	1.050971e+00	5.266902e-01
427          	2.622166e-01	4.336800e-01	1.578470e+00	1.051452e+00	5.270186e-01
428          	2.622912e-01	4.338092e-01	1.579276e+00	1.051929e+00	5.273470e-01
429          	2.623641e-01	4.339405e-01	1.580080e+00	1.052404e+00	5.276757e-01
430          	2.624349e-01	4.340733e-01	1.580878e+00	1.052874e+00	5.280040e-01
431          	2.625035e-01	4.342066e-01	1.581668e+00	1.053338e+00	5.283306e-01
432          	2.625700e-01	4.343398e-01	1.582449e+00	1.053795e+00	5.286546e-01
433          	2.626344e-01	4.344731e-01	1.583222e+00	1.054245e+00	5.289767e-01
434          	2.626969e-01	4.346065e-01	1.583988e+00	1.054691e+00	5.292972e-01
435          	2.627576e-01	4.347399e-01	1.584748e+00	1.055131e+00	5.296162e-01
436          	2.628164e-01	4.348738e-01	1.585500e+00	1.055567e+00	5.299338e-01
437          	2.628731e-01	4.350082e-01	1.586246e+00	1.055996e+00	5.302500e-01
438          	2.629280e-01	4.351435e-01	1.586986e+00	1.056421e+00	5.305651e-01
439          	2.629812e-01	4.352800e-01	1.587721e+00	1.056842e+00	5.308793e-01
440          	2.630326e-01	4.354179e-01	1.588450e+00	1.057258e+00	5.311927e-01
441          	2.630821e-01	4.355569e-01	1.589174e+00	1.057669e+00	5.315050e-01
442          	2.631295e-01	4.356964e-01	1.589891e+00	1.058075e+00	5.318159e-01
443          	2.631749e-01	4.358363e-01	1.590600e+00	1.058475e+00	5.321252e-01
444          	2.632185e-01	4.359767e-01	1.591303e+00	1.058870e+00	5.324333e-01
445          	2.632600e-01	4.361180e-01	1.592001e+00	1.059260e+00	5.327404e-01
446          	2.632998e-01	4.362598e-01	1.592692e+00	1.059646e+00	5.330464e-01
447          	2.633380e-01	4.364018e-01	1.593378e+00	1.060027e+00	5.333512e-01
448          	2.633745e-01	4.365449e-01	1.594060e+00	1.060404e+00	5.336554e-01
449          	2.634093e-01	4.366896e-01	1.594737e+00	1.060778e+00	5.339590e-01
450          	2.634424e-01	4.368356e-01	1.595409e+00	1.061147e+00	5.342620e-01
451          	2.634737e-01	4.369826e-01	1.596075e+00	1.061511e+00	5.345640e-01
452          	2.635031e-01	4.371302e-01	1.596736e+00	1.061871e+00	5.348647e-01
453          	2.635305e-01	4.372782e-01	1.597389e+00	1.062225e+00	5.351639e-01
454          	2.635560e-01	4.374264e-01	1.598035e+00	1.062573e+00	5.354614e-01
455          	2.635797e-01	4.375749e-01	1.598674e+00	1.062917e+00	5.357575e-01
456          	2.636015e-01	4.377237e-01	1.599307e+00	1.063255e+00	5.360522e-01
457          	2.636217e-01	4.378724e-01	1.599934e+00	1.063589e+00	5.363453e-01
458          	2.636406e-01	4.380210e-01	1.600555e+00	1.063918e+00	5.366367e-01
459          	2.636581e-01	4.381704e-01	1.601171e+00	1.064243e+00	5.369273e-01
460          	2.636740e-01	4.383212e-01	1.601783e+00	1.064565e+00	5.372173e-01
461          	2.636909e-01	4.385282e-01	1.602497e+00	1.064939e+00	5.375576e-01
462          	2.637015e-01	4.386213e-01	1.602984e+00	1.065193e+00	5.377904e-01
463          	2.637124e-01	4.387469e-01	1.603520e+00	1.065473e+00	5.380477e-01
464          	2.637237e-01	4.389591e-01	1.604222e+00	1.065835e+00	5.383873e-01
465          	2.637285e-01	4.390764e-01	1.604739e+00	1.066098e+00	5.386410e-01
466          	2.637340e-01	4.392154e-01	1.605288e+00	1.066378e+00	5.389098e-01
467          	2.637402e-01	4.394255e-01	1.605966e+00	1.066723e+00	5.392430e-01
468          	2.637401e-01	4.395431e-01	1.606460e+00	1.066970e+00	5.394897e-01
469          	2.637420e-01	4.397247e-01	1.607069e+00	1.067276e+00	5.397922e-01
470          	2.637406e-01	4.398363e-01	1.607538e+00	1.067510e+00	5.400285e-01
471          	2.637403e-01	4.400244e-01	1.608150e+00	1.067816e+00	5.403350e-01
472          	2.637365e-01	4.401910e-01	1.608715e+00	1.068094e+00	5.406213e-01
473          	2.637309e-01	4.402972e-01	1.609160e+00	1.068311e+00	5.408489e-01
474          	2.637261e-01	4.404861e-01	1.609754e+00	1.068603e+00	5.411509e-01
475          	2.637171e-01	4.406600e-01	1.610313e+00	1.068873e+00	5.414392e-01
476          	2.637062e-01	4.408127e-01	1.610824e+00	1.069118e+00	5.417057e-01
477          	2.636949e-01	4.409594e-01	1.611317e+00	1.069353e+00	5.419634e-01
478          	2.636826e-01	4.411117e-01	1.611815e+00	1.069590e+00	5.422251e-01
479          	2.636686e-01	4.412703e-01	1.612324e+00	1.069830e+00	5.424932e-01
480          	2.636528e-01	4.414311e-01	1.612831e+00	1.070068e+00	5.427629e-01
481          	2.636354e-01	4.415911e-01	1.613332e+00	1.070301e+00	5.430306e-01
482          	2.636164e-01	4.417507e-01	1.613824e+00	1.070529e+00	5.432957e-01
483          	2.635963e-01	4.418504e-01	1.614137e+00	1.070665e+00	5.434721e-01
484          	2.635725e-01	4.420024e-01	1.614592e+00	1.070868e+00	5.437234e-01
485          	2.635480e-01	4.422048e-01	1.615184e+00	1.071140e+00	5.440440e-01
486          	2.635248e-01	4.424162e-01	1.615799e+00	1.071424e+00	5.443746e-01
487          	2.635014e-01	4.425973e-01	1.616327e+00	1.071665e+00	5.446621e-01
488          	2.634755e-01	4.427434e-01	1.616753e+00	1.071852e+00	5.449012e-01
489          	2.634457e-01	4.428770e-01	1.617135e+00	1.072013e+00	5.451217e-01
490          	2.634078e-01	4.430759e-01	1.617652e+00	1.072234e+00	5.454182e-01
491          	2.633802e-01	4.431894e-01	1.617991e+00	1.072376e+00	5.456151e-01
492          	2.633487e-01	4.433288e-01	1.618386e+00	1.072542e+00	5.458443e-01
493          	2.633083e-01	4.435577e-01	1.618977e+00	1.072797e+00	5.461801e-01
494          	2.632764e-01	4.437011e-01	1.619377e+00	1.072965e+00	5.464121e-01
495          	2.632376e-01	4.439006e-01	1.619864e+00	1.073169e+00	5.466941e-01
496          	2.632054e-01	4.440170e-01	1.620203e+00	1.073307e+00	5.468961e-01
497          	2.631697e-01	4.441632e-01	1.620599e+00	1.073469e+00	5.471300e-01
498          	2.631218e-01	4.443883e-01	1.621152e+00	1.073698e+00	5.474541e-01
499          	2.630750e-01	4.445697e-01	1.621598e+00	1.073874e+00	5.477238e-01
500          	2.630317e-01	4.447074e-01	1.621925e+00	1.073994e+00	5.479309e-01
